PROCESS_CHAIN_19;Brown, Ryan and Kutch;Poland;Boniewo;35;2;Machining;COLLADA;0;478;505;321;71;Stainless steel;Polishing;27.06.2019;30.06.2019
PROCESS_CHAIN_20;Jones-Reinger;Netherlands;Breda;43;2;Machining;VRML/X3D;1;325;523;593;37;Chromium;Sanding;05.06.2019;10.08.2019
PROCESS_CHAIN_21;Baumbach, Deckow and Bahringer;Spain;Santander;32;7;Machining;COLLADA;1;302;551;474;95;Stainless steel;Laser cutting;01.07.2019;01.05.2019
PROCESS_CHAIN_22;Rau Group;France;Saint-Priest;20;9;Machining;STL;0;438;497;453;51;Tungsten;Milling;08.06.2019;13.12.2019
PROCESS_CHAIN_23;Connelly Inc;Netherlands;Rotterdam postbusnummers;37;6;Machining;FBX;0;516;608;433;81;Aluminium;Laser cutting;07.06.2019;27.08.2019
PROCESS_CHAIN_24;Rodriguez, Halvorson and Stanton;Belgium;Namur;25;3;Machining;FBX;1;566;570;745;95;Tungsten;Chemical curing;26.07.2019;11.01.2019
PROCESS_CHAIN_25;Ziemann, Rosenbaum and Labadie;Germany;Würzburg;31;8;Machining;FBX;1;449;541;518;84;Tungsten carbide;Sanding;29.06.2019;24.03.2019
PROCESS_CHAIN_26;Haley-Pfannerstill;Poland;Iwkowa;37;7;Machining;IGES;1;548;441;865;79;Stainless steel;Blasting;22.06.2019;26.07.2019
PROCESS_CHAIN_27;Greenfelder-Jacobson;France;Lunéville;18;1;Machining;VRML/X3D;0;548;442;870;78;Chromium;Polishing;24.07.2019;24.11.2018
PROCESS_CHAIN_28;Douglas-Adams;Poland;Baranów;24;5;Machining;STEP;0;313;678;446;24;Nickel alloy;Milling;15.07.2019;02.08.2019
PROCESS_CHAIN_29;Nolan, Armstrong and Leannon;Germany;Frankfurt am Main;50;9;Machining;STL;1;268;637;597;46;Titanium;Blasting;09.06.2019;02.09.2018
PROCESS_CHAIN_30;Simonis, Schoen and Runte;Portugal;Madalena do Mar;24;7;Machining;STEP;1;562;656;469;34;Tungsten;Welding;29.07.2019;20.01.2019
PROCESS_CHAIN_31;King-Orn;Poland;Krzyżanowice;23;1;Machining;COLLADA;1;405;440;676;47;Tungsten;Sanding;02.07.2019;24.07.2019
PROCESS_CHAIN_32;Rohan, Lind and McGlynn;Poland;Skała;48;6;Machining;IGES;0;320;530;534;66;Titanium;Welding;30.07.2019;28.10.2019
PROCESS_CHAIN_33;Yost Inc;France;Ivry-sur-Seine;25;8;Machining;COLLADA;0;499;583;602;88;Iron;Welding;30.07.2019;07.01.2019
PROCESS_CHAIN_34;Deckow-Green;Portugal;Conde;17;1;Machining;STL;1;517;661;850;69;Iron;Chemical curing;11.06.2019;18.11.2018
PROCESS_CHAIN_35;Lesch-Streich;Germany;Augsburg;45;6;Machining;STL;0;493;516;507;72;Tungsten;Polishing;24.07.2019;19.07.2019
PROCESS_CHAIN_36;Schiller, Schumm and Gleason;Portugal;Lameira;11;4;Machining;STEP;0;522;349;574;95;Stainless steel;Drilling;25.06.2019;28.07.2019
PROCESS_CHAIN_37;Beahan, Cronin and Paucek;United Kingdom;Birmingham;35;4;Machining;FBX;0;483;567;634;36;Nickel alloy;Drilling;27.07.2019;15.12.2019
PROCESS_CHAIN_38;Harber, Cummerata and Beatty;Italy;Roma;13;3;Machining;IGES;0;450;299;446;38;Aluminium;Turning;11.07.2019;02.10.2018
PROCESS_CHAIN_39;Schamberger-Jakubowski;Germany;Köln;12;9;Machining;3DS;0;494;495;854;37;Titanium;Polishing;27.07.2019;12.08.2019
PROCESS_CHAIN_40;O'Keefe-Lakin;Netherlands;Tilburg;10;2;Machining;3DS;1;542;659;832;30;Stainless steel;Laser cutting;08.07.2019;15.09.2018
PROCESS_CHAIN_41;Schiller-Nitzsche;Poland;Bledzew;31;10;Machining;OBJ;1;587;334;762;27;Iron;Rolling;22.06.2019;18.11.2019
PROCESS_CHAIN_42;Kris-Ratke;France;Troyes;39;5;Machining;3DS;0;434;555;135;63;Stainless steel;Rolling;25.06.2019;31.07.2019
PROCESS_CHAIN_43;Schiller, Fay and Turcotte;Poland;Kowale Oleckie;49;10;Machining;IGES;0;497;537;781;93;Titanium;Chemical curing;30.07.2019;21.10.2018
PROCESS_CHAIN_44;Wintheiser-Kuvalis;France;Noyon;49;1;Machining;STL;1;465;516;676;83;Stainless steel;Rolling;10.06.2019;13.09.2019
PROCESS_CHAIN_45;Stehr, Wisozk and Morar;Poland;Żywiec;19;7;Machining;IGES;1;526;450;594;82;Tungsten carbide;Drilling;01.06.2019;03.06.2019
PROCESS_CHAIN_46;Haley-Casper;United Kingdom;Hatton;47;8;Machining;OBJ;1;638;323;531;38;Tungsten carbide;Polishing;22.06.2019;14.05.2019
PROCESS_CHAIN_47;Halvorson, Bechtelar and Krajcik;France;Courbevoie;46;7;Machining;STEP;0;518;534;681;41;Titanium;Milling;17.07.2019;13.03.2019
PROCESS_CHAIN_48;Medhurst-DuBuque;Portugal;Odeleite;18;10;Machining;STEP;1;270;499;54;69;Aluminium;Blasting;06.07.2019;18.01.2019
PROCESS_CHAIN_49;Cummings, Block and Waters;Germany;Essen;24;1;Machining;STL;0;536;607;620;49;Alloy;Laser cutting;29.07.2019;16.08.2019
PROCESS_CHAIN_50;Lowe LLC;France;Marseille;15;9;Machining;FBX;0;571;513;335;60;Chromium;Polishing;09.06.2019;16.02.2019
PROCESS_CHAIN_51;Bode Group;Portugal;Monte Novo;13;10;Machining;3DS;0;421;667;775;97;Aluminium;Drilling;04.07.2019;26.09.2019
PROCESS_CHAIN_52;Mosciski, Durgan and Parker;Poland;Wysokie Mazowieckie;24;5;Machining;VRML/X3D;1;477;420;381;35;Stainless steel;Welding;08.06.2019;23.11.2019
PROCESS_CHAIN_53;Schuster-Medhurst;Netherlands;Katwijk;50;3;Machining;FBX;1;531;544;414;83;Carbon steel;Sanding;23.07.2019;11.12.2019
PROCESS_CHAIN_54;Runte-Heller;France;Saint-Herblain;34;9;Machining;STL;1;452;521;657;39;Iron;Sanding;09.06.2019;30.07.2019
PROCESS_CHAIN_55;Block-Jones;Portugal;Valongo;12;3;Machining;3DS;1;616;569;259;36;Titanium;Drilling;24.06.2019;09.12.2019
PROCESS_CHAIN_56;Pouros LLC;Portugal;Lemende;26;9;Machining;COLLADA;0;656;455;756;33;Chromium;Laser cutting;10.07.2019;08.09.2019
PROCESS_CHAIN_57;Waters-Jacobson;France;La Roche-sur-Yon;23;3;Machining;VRML/X3D;0;554;551;264;80;Nickel alloy;Blasting;29.07.2019;02.02.2019
PROCESS_CHAIN_58;Stark-Cummings;Poland;Mosina;30;8;Machining;OBJ;0;395;499;811;23;Titanium;Welding;14.07.2019;09.09.2019
PROCESS_CHAIN_59;Koelpin, Jast and Wisozk;Poland;Lipno;45;10;Machining;COLLADA;0;307;572;539;58;Iron;Polishing;15.06.2019;02.12.2019
PROCESS_CHAIN_60;Towne-Dicki;France;Charleville-Mézières;41;4;Machining;3DS;0;416;691;152;30;Tungsten carbide;Drilling;03.06.2019;30.09.2019
PROCESS_CHAIN_61;Botsford LLC;Portugal;Sarzedo;24;8;Machining;STEP;1;576;566;871;26;Carbon steel;Chemical curing;03.07.2019;13.01.2019
PROCESS_CHAIN_62;Conn, Cruickshank and Lebsack;France;Mulhouse;39;9;Machining;3DS;1;561;555;460;85;Tungsten carbide;Drilling;12.06.2019;29.03.2019
PROCESS_CHAIN_63;Morar, Borer and Metz;Poland;Podgórzyn;12;6;Machining;FBX;0;432;344;573;50;Aluminium;Turning;20.07.2019;19.07.2019
PROCESS_CHAIN_64;Gibson Group;Poland;Kłoczew;29;10;Machining;OBJ;1;394;386;784;72;Alloy;Polishing;27.06.2019;12.03.2019
PROCESS_CHAIN_65;Smith-Maggio;Poland;Cielmice;12;8;Machining;OBJ;1;634;505;788;88;Alloy;Sanding;17.07.2019;25.06.2019
PROCESS_CHAIN_66;Smitham Group;Portugal;Lemende;43;7;Machining;STEP;1;359;464;455;49;Alloy;Polishing;01.06.2019;12.11.2019
PROCESS_CHAIN_67;Ryan-Metz;France;Cosne-Cours-sur-Loire;50;1;Machining;VRML/X3D;0;436;413;418;85;Chromium;Drilling;18.06.2019;21.07.2019
PROCESS_CHAIN_68;Rogahn Inc;Portugal;São Brás de Alportel;20;4;Machining;OBJ;0;524;393;643;25;Stainless steel;Blasting;09.07.2019;12.08.2019
PROCESS_CHAIN_69;Parisian and Sons;France;Nemours;12;7;Machining;IGES;0;378;546;573;23;Alloy;Polishing;21.06.2019;12.05.2019
PROCESS_CHAIN_70;Price, Bernhard and Cruickshank;France;Paris 09;37;2;Machining;3DS;0;507;634;478;53;Tungsten;Laser cutting;25.07.2019;13.06.2019
PROCESS_CHAIN_71;Rohan and Sons;France;Lomme;46;3;Machining;FBX;1;465;459;468;37;Nickel alloy;Chemical curing;19.06.2019;15.11.2019
PROCESS_CHAIN_72;Wunsch-Brekke;United Kingdom;London;37;7;Machining;STEP;1;558;506;625;37;Nickel alloy;Polishing;17.06.2019;04.12.2018
PROCESS_CHAIN_73;Nader, Medhurst and Brown;Netherlands;Veghel;31;8;Machining;VRML/X3D;0;601;320;337;66;Iron;Rolling;24.07.2019;20.12.2018
PROCESS_CHAIN_74;Towne Group;Poland;Słupno;27;7;Machining;STL;0;542;539;499;39;Tungsten carbide;Drilling;19.06.2019;02.10.2019
PROCESS_CHAIN_75;Schmitt-O'Connell;Netherlands;Voorburg;48;6;Machining;VRML/X3D;0;347;449;708;57;Hardwood;Sanding;02.06.2019;26.06.2019
PROCESS_CHAIN_76;Connelly-Kertzmann;Poland;Zagórów;11;10;Machining;OBJ;0;522;616;817;70;Tungsten;Milling;17.06.2019;07.08.2019
PROCESS_CHAIN_77;Schmitt, Hilpert and Greenholt;Poland;Lipka;33;7;Machining;3DS;1;503;604;365;43;Carbon steel;Polishing;25.07.2019;24.03.2019
PROCESS_CHAIN_78;Waters-Nitzsche;Portugal;Vilarinho das Cambas;48;4;Machining;COLLADA;0;606;553;667;59;Tungsten carbide;Polishing;29.06.2019;23.03.2019
PROCESS_CHAIN_79;Stark-Morar;Portugal;Souto do Meio;24;6;Machining;3DS;1;465;644;377;61;Tungsten;Milling;03.06.2019;17.09.2019
PROCESS_CHAIN_80;Swift-Hand;Poland;Borne Sulinowo;46;4;Machining;OBJ;1;516;336;400;24;Chromium;Welding;22.06.2019;16.12.2018
PROCESS_CHAIN_81;Lemke, Davis and Hane;Portugal;Custóias;48;1;Machining;IGES;0;454;307;677;88;Hardwood;Rolling;30.06.2019;29.10.2018
PROCESS_CHAIN_82;Rodriguez Inc;Portugal;Moita;36;2;Machining;COLLADA;1;578;436;730;58;Alloy;Laser cutting;11.07.2019;24.07.2019
PROCESS_CHAIN_83;Lehner LLC;France;Roscoff;40;8;Machining;OBJ;0;694;421;630;44;Iron;Blasting;20.06.2019;26.10.2018
PROCESS_CHAIN_84;Cummerata Group;France;Besançon;20;7;Machining;FBX;1;741;537;795;98;Hardwood;Drilling;25.06.2019;05.03.2019
PROCESS_CHAIN_85;Tromp-Konopelski;France;Évreux;47;2;Machining;FBX;0;446;664;897;39;Hardwood;Turning;02.06.2019;21.01.2019
PROCESS_CHAIN_86;Ondricka Group;France;Saint-Chamond;22;9;Machining;FBX;1;411;656;573;50;Tungsten carbide;Polishing;12.07.2019;17.11.2018
PROCESS_CHAIN_87;Farrell, Effertz and Hodkiewicz;Poland;Polanka Wielka;32;6;Machining;STEP;0;392;467;280;79;Alloy;Blasting;27.06.2019;04.11.2019
PROCESS_CHAIN_88;Gulgowski-Kutch;Poland;Waśniów;34;7;Machining;IGES;1;480;416;486;49;Tungsten carbide;Drilling;19.07.2019;13.12.2018
PROCESS_CHAIN_89;Swift-Wilderman;Spain;Badajoz;47;1;Machining;3DS;0;551;344;785;89;Tungsten;Sanding;30.07.2019;07.09.2019
PROCESS_CHAIN_90;Auer, Crist and Lehner;France;Bastia;17;8;Machining;3DS;0;641;646;205;86;Alloy;Welding;25.07.2019;07.12.2018
PROCESS_CHAIN_91;Gibson-Jacobi;France;Granville;38;4;Machining;COLLADA;1;396;626;458;72;Iron;Blasting;27.07.2019;26.02.2019
PROCESS_CHAIN_92;Spencer, Ritchie and Ziemann;Poland;Raciążek;36;7;Machining;STL;1;516;338;352;39;Tungsten carbide;Polishing;22.06.2019;19.09.2018
PROCESS_CHAIN_93;Wuckert-Schumm;France;Mundolsheim;28;2;Machining;VRML/X3D;1;499;439;360;44;Iron;Laser cutting;18.06.2019;19.10.2018
PROCESS_CHAIN_94;Schowalter-Grant;Poland;Łomża;16;1;Machining;OBJ;0;354;286;521;33;Iron;Rolling;07.06.2019;15.09.2019
PROCESS_CHAIN_95;O'Conner-Cummings;Poland;Otwock;17;2;Machining;3DS;1;253;523;367;53;Iron;Turning;24.06.2019;22.09.2019
PROCESS_CHAIN_96;Baumbach-Buckridge;Portugal;Quintães;48;5;Machining;OBJ;0;382;464;572;47;Nickel alloy;Drilling;21.06.2019;07.09.2019
PROCESS_CHAIN_97;Schamberger-Nitzsche;Portugal;Arrentela;11;10;Machining;COLLADA;1;418;486;404;34;Carbon steel;Blasting;29.06.2019;13.02.2019
PROCESS_CHAIN_98;Gutkowski-Bosco;France;Épernay;40;2;Machining;IGES;1;615;483;501;49;Nickel alloy;Welding;30.06.2019;20.04.2019
PROCESS_CHAIN_99;Upton-Beier;Poland;Daszewice;37;6;Machining;STEP;1;541;529;818;39;Alloy;Milling;26.07.2019;23.07.2019
PROCESS_CHAIN_100;Kerluke Inc;Poland;Wilga;32;1;Machining;STL;0;615;603;566;92;Tungsten carbide;Milling;18.07.2019;30.08.2019
PROCESS_CHAIN_101;Heidenreich-Emard;France;Paris 20;10;8;Machining;STEP;1;610;412;123;66;Aluminium;Turning;29.07.2019;25.10.2018
PROCESS_CHAIN_102;Lakin, Metz and Oberbrunner;Portugal;Lourido;23;10;Machining;VRML/X3D;1;530;464;389;91;Titanium;Chemical curing;23.06.2019;11.12.2019
PROCESS_CHAIN_103;Hessel-Nader;Portugal;Barreira;33;8;Machining;IGES;1;307;460;367;90;Iron;Welding;07.07.2019;27.10.2019
PROCESS_CHAIN_104;Gleason-Bode;Poland;Szlachta;20;4;Machining;3DS;1;558;559;884;90;Aluminium;Turning;01.07.2019;15.04.2019
PROCESS_CHAIN_105;Crona, Howell and Smith;Poland;Bledzew;27;1;Machining;STEP;0;708;451;250;68;Hardwood;Rolling;22.07.2019;03.09.2019
PROCESS_CHAIN_106;Jaskolski LLC;Poland;Chojnice;10;5;Machining;COLLADA;0;427;608;247;29;Alloy;Drilling;18.07.2019;16.01.2019
PROCESS_CHAIN_107;Hane-Hayes;Poland;Jawornik Polski;34;10;Machining;COLLADA;0;564;535;708;96;Tungsten;Blasting;16.06.2019;14.10.2018
PROCESS_CHAIN_108;Mertz, White and Kuhlman;France;Cluses;27;10;Machining;OBJ;0;499;497;471;38;Tungsten;Turning;25.07.2019;23.11.2018
PROCESS_CHAIN_109;Rodriguez, Gislason and Willms;Germany;Kassel;44;4;Machining;FBX;0;482;526;803;69;Tungsten carbide;Turning;04.06.2019;08.04.2019
PROCESS_CHAIN_110;Bergnaum and Sons;Portugal;Torreira;30;1;Machining;IGES;0;473;468;189;99;Stainless steel;Milling;18.07.2019;01.05.2019
PROCESS_CHAIN_111;Dare Group;Poland;Konstantynów Łódzki;17;1;Machining;VRML/X3D;1;458;277;516;39;Tungsten carbide;Chemical curing;13.07.2019;08.10.2018
PROCESS_CHAIN_112;Klein LLC;Portugal;Oliveiras;21;8;Machining;IGES;0;450;689;932;32;Stainless steel;Turning;01.06.2019;07.04.2019
PROCESS_CHAIN_113;Beatty and Sons;Portugal;Monte de Trigo;28;4;Machining;COLLADA;0;545;521;117;58;Chromium;Welding;16.07.2019;03.11.2019
PROCESS_CHAIN_114;Nitzsche, Stiedemann and Lockman;Portugal;Guifões;24;4;Machining;COLLADA;1;473;459;638;72;Carbon steel;Welding;16.07.2019;25.12.2018
PROCESS_CHAIN_115;Abernathy-Tillman;France;Nîmes;48;6;Machining;STEP;0;436;518;462;81;Titanium;Laser cutting;28.07.2019;06.03.2019
PROCESS_CHAIN_116;Crona-Haley;Germany;Berlin;46;1;Machining;3DS;0;411;602;404;29;Stainless steel;Welding;05.06.2019;01.09.2019
PROCESS_CHAIN_117;Collier, Cassin and Hickle;Portugal;Gondar;30;4;Machining;STL;0;457;674;583;72;Tungsten;Drilling;20.06.2019;04.11.2018
PROCESS_CHAIN_118;Mayert and Sons;France;Blois;26;5;Machining;STL;1;384;858;418;84;Titanium;Welding;10.06.2019;06.09.2018
PROCESS_CHAIN_119;Barton, Stokes and Barrows;France;Romorantin-Lanthenay;35;7;Machining;STL;1;500;335;436;82;Iron;Polishing;15.07.2019;31.10.2019
PROCESS_CHAIN_120;Oberbrunner-Keebler;Portugal;Agrela;27;4;Machining;3DS;0;648;363;215;35;Aluminium;Drilling;04.07.2019;20.01.2019
PROCESS_CHAIN_121;Corkery, Douglas and Pouros;Poland;Piła;10;8;Machining;OBJ;1;497;551;733;27;Aluminium;Welding;07.07.2019;08.11.2018
PROCESS_CHAIN_122;Wuckert-Rice;France;Meylan;43;5;Machining;COLLADA;1;631;396;549;22;Aluminium;Milling;15.06.2019;14.09.2019
PROCESS_CHAIN_123;Bergstrom Group;France;Vittel;50;3;Machining;OBJ;0;432;553;446;67;Carbon steel;Blasting;08.06.2019;07.02.2019
PROCESS_CHAIN_124;Hane, Smith and Spinka;France;Levallois-Perret;49;7;Machining;3DS;0;605;319;317;93;Chromium;Milling;11.07.2019;05.09.2019
PROCESS_CHAIN_125;Gutkowski-Huel;Netherlands;Kerkrade;17;10;Machining;VRML/X3D;0;453;442;102;94;Stainless steel;Chemical curing;17.07.2019;19.09.2019
PROCESS_CHAIN_126;Rosenbaum, Yundt and Wyman;Portugal;Sarzedo;25;8;Machining;OBJ;0;437;531;810;33;Carbon steel;Welding;04.06.2019;05.08.2019
PROCESS_CHAIN_127;Goodwin-Waelchi;France;Libourne;44;10;Machining;VRML/X3D;1;464;331;578;40;Stainless steel;Polishing;06.07.2019;14.11.2018
PROCESS_CHAIN_128;Strosin and Sons;Portugal;Palhais;18;1;Machining;IGES;0;654;366;469;22;Hardwood;Turning;18.07.2019;24.08.2019
PROCESS_CHAIN_129;Cruickshank Group;Portugal;Alqueidão;11;7;Machining;OBJ;1;528;494;463;34;Alloy;Milling;20.06.2019;04.12.2019
PROCESS_CHAIN_130;Padberg, Howe and Kihn;Portugal;Montalvão;19;10;Machining;OBJ;1;677;318;319;49;Iron;Blasting;11.07.2019;09.12.2019
PROCESS_CHAIN_131;Wehner Inc;Poland;Ostaszewo;16;2;Machining;STL;1;690;398;500;52;Nickel alloy;Milling;09.07.2019;30.01.2019
PROCESS_CHAIN_132;Hansen and Sons;Poland;Kobiernice;20;7;Machining;IGES;0;433;565;657;48;Nickel alloy;Turning;11.06.2019;08.02.2019
PROCESS_CHAIN_133;Lebsack Inc;France;Loudun;11;6;Machining;VRML/X3D;0;461;544;432;45;Tungsten carbide;Polishing;01.06.2019;30.03.2019
PROCESS_CHAIN_134;Reilly-Walter;Portugal;Abuxarda;44;2;Machining;IGES;0;496;548;725;75;Hardwood;Blasting;28.06.2019;28.11.2018
PROCESS_CHAIN_135;Cummerata LLC;Portugal;Arnelas;32;7;Machining;VRML/X3D;1;477;554;431;87;Tungsten;Milling;29.06.2019;15.07.2019
PROCESS_CHAIN_136;Jenkins Group;Portugal;Granja;27;7;Machining;3DS;1;524;246;394;93;Tungsten;Sanding;12.07.2019;07.04.2019
PROCESS_CHAIN_137;Wolff Inc;Portugal;Venda Nova;35;10;Machining;IGES;0;453;536;609;26;Aluminium;Welding;10.06.2019;13.11.2019
PROCESS_CHAIN_138;Conroy-Quigley;Portugal;Fornos;11;9;Machining;COLLADA;1;630;426;451;45;Tungsten;Blasting;14.06.2019;23.01.2019
PROCESS_CHAIN_139;Gerhold Inc;France;Créteil;31;3;Machining;IGES;0;536;606;515;47;Tungsten;Chemical curing;18.06.2019;12.10.2019
PROCESS_CHAIN_140;Turner Inc;France;Épinal;25;10;Machining;OBJ;1;388;506;581;31;Chromium;Milling;25.07.2019;20.07.2019
PROCESS_CHAIN_141;Pagac-Gulgowski;Italy;Roma;11;6;Machining;IGES;0;541;575;347;87;Tungsten carbide;Turning;26.06.2019;06.03.2019
PROCESS_CHAIN_142;Leffler-Oberbrunner;France;Châtellerault;37;5;Machining;IGES;0;544;363;480;62;Aluminium;Chemical curing;19.07.2019;02.11.2018
PROCESS_CHAIN_143;Ebert, Smith and D'Amore;France;Forbach;30;7;Machining;STEP;0;576;582;765;35;Alloy;Turning;11.06.2019;07.04.2019
PROCESS_CHAIN_144;Dach, Blick and Treutel;Portugal;Corroios;25;9;Machining;3DS;0;623;356;179;20;Hardwood;Turning;16.07.2019;14.09.2019
PROCESS_CHAIN_145;Kunze LLC;Poland;Repki;28;6;Machining;STL;0;493;593;491;36;Carbon steel;Turning;03.07.2019;15.08.2019
PROCESS_CHAIN_146;Fahey Group;Portugal;São Paio de Gramaços;16;8;Machining;VRML/X3D;1;568;549;497;35;Chromium;Chemical curing;11.07.2019;23.06.2019
PROCESS_CHAIN_147;Botsford-Kerluke;Portugal;Tojeira;12;3;Machining;COLLADA;0;548;478;845;76;Alloy;Chemical curing;29.07.2019;08.12.2019
PROCESS_CHAIN_148;Barton, Heller and Stark;Poland;Wojsławice;46;2;Machining;VRML/X3D;0;513;414;335;31;Alloy;Blasting;11.07.2019;30.11.2018
PROCESS_CHAIN_149;MacGyver, Kilback and Goodwin;France;Caen;17;5;Machining;STL;1;393;416;360;76;Stainless steel;Chemical curing;03.07.2019;17.03.2019
PROCESS_CHAIN_150;Littel-Effertz;Portugal;Carnaxide;46;10;Machining;FBX;1;350;590;779;39;Alloy;Milling;06.07.2019;23.08.2019
PROCESS_CHAIN_151;Grant-Becker;Poland;Stanisław Dolny;27;8;Machining;IGES;1;502;605;477;28;Tungsten carbide;Polishing;15.07.2019;04.09.2019
PROCESS_CHAIN_152;Tremblay-Huels;France;Paris 02;47;6;Machining;VRML/X3D;0;388;429;376;38;Stainless steel;Turning;26.07.2019;30.03.2019
PROCESS_CHAIN_153;Bartell LLC;Portugal;Valinhos;37;4;Machining;STL;1;399;550;1089;22;Tungsten;Welding;01.06.2019;25.11.2019
PROCESS_CHAIN_154;Corwin-Batz;France;Tassin-la-Demi-Lune;41;10;Machining;IGES;0;543;396;400;78;Chromium;Blasting;22.07.2019;05.03.2019
PROCESS_CHAIN_155;Spencer, Dickinson and Runolfsdottir;France;Lagnieu;41;3;Machining;IGES;1;491;496;385;88;Carbon steel;Milling;26.07.2019;10.04.2019
PROCESS_CHAIN_156;Pollich, Prohaska and Kihn;Germany;Magdeburg;11;10;Machining;VRML/X3D;1;525;514;502;75;Chromium;Polishing;16.07.2019;07.12.2019
PROCESS_CHAIN_157;Lesch, Romaguera and McKenzie;Portugal;Rio de Moinhos;50;8;Machining;STEP;1;296;485;444;48;Aluminium;Welding;09.07.2019;09.01.2019
PROCESS_CHAIN_158;Leannon and Sons;Poland;Lyski;13;5;Machining;FBX;0;492;449;626;61;Titanium;Turning;18.07.2019;03.04.2019
PROCESS_CHAIN_159;Nikolaus Group;France;Chantilly;20;8;Machining;FBX;1;334;460;542;62;Nickel alloy;Sanding;25.07.2019;25.02.2019
PROCESS_CHAIN_160;Toy Inc;Poland;Brwinów;20;9;Machining;COLLADA;1;568;695;601;29;Tungsten carbide;Drilling;19.06.2019;15.07.2019
PROCESS_CHAIN_161;Osinski-Jones;France;Bergerac;29;7;Machining;3DS;1;584;480;208;29;Chromium;Rolling;23.06.2019;28.10.2018
PROCESS_CHAIN_162;Schiller Group;Portugal;Santa Cruz;13;8;Machining;IGES;1;477;501;516;74;Tungsten carbide;Welding;28.06.2019;09.07.2019
PROCESS_CHAIN_163;Moen and Sons;Poland;Sokółka;32;10;Machining;IGES;1;426;388;239;76;Titanium;Sanding;08.06.2019;28.01.2019
PROCESS_CHAIN_164;Cummings-O'Hara;Portugal;Donim;14;10;Machining;FBX;1;497;607;838;98;Carbon steel;Drilling;17.06.2019;22.10.2018
PROCESS_CHAIN_165;Langosh LLC;France;Vanves;48;1;Machining;FBX;0;342;440;753;83;Carbon steel;Turning;23.07.2019;07.01.2019
PROCESS_CHAIN_166;Hickle-Sauer;France;Paris 01;38;3;Machining;3DS;0;448;477;363;56;Tungsten carbide;Milling;25.07.2019;25.08.2019
PROCESS_CHAIN_167;Simonis LLC;Poland;Chodzież;27;3;Machining;OBJ;1;465;536;197;28;Carbon steel;Sanding;09.06.2019;12.12.2018
PROCESS_CHAIN_168;Gaylord-Koch;Italy;Roma;46;6;Machining;STL;0;471;592;347;88;Hardwood;Rolling;04.06.2019;25.07.2019
