482;Friesen, Hilpert and Will;Outeiro;Portugal;10;150;ISO9003,ISO14000,AS9100;AusteniticStainlessSteel;GearHobbing;GearShaperMachine;2019-02-15;2019-05-01
865;Rath and Sons;Węgliniec;Poland;10;50;MIL,ISO9004,QS9000;AlloySteel;WireEDM;EDMMachine;2019-01-01;2019-03-15
788;Upton LLC;Alkmaar;Netherlands;5;50;ISO9003,ISO9004,AS9100;GrayIron;CNCMilling;ComputerControlledMachineTool;2019-01-01;2019-03-15
228;Pfannerstill, Krajcik and Wiegand;Rueil-Malmaison;France;3;125;ISO9002,LEED,AS9100;StainlessSteel_304;VerticalMilling;VerticalMillingMachine;2019-03-01;2019-05-15
950;King-Jakubowski;Cegłów;Poland;6;150;ISO9002,LEED,ISO14000;StainlessSteel;ElectricalDischargeMachining;EDMMachine;2019-02-15;2019-05-01
702;Cremin and Sons;Wydminy;Poland;4;150;ISO9003,LEED,QS9000;AlloySteel;Milling;MillingMachine;2019-02-15;2019-05-01
779;Turner-Kautzer;Caen;France;3;75;ISO9001,ISO9002;StainlessSteel_400;GearHobbing;GearShaperMachine;2019-02-15;2019-05-01
672;Walsh LLC;Berlin;Germany;5;75;ISO9000,ISO9002,ISO14000;MalleableIron;PrecisionMilling;ComputerControlledMachineTool;2019-01-01;2019-03-15
832;Hilpert Inc;Épinal;France;8;100;ISO9003,ISO9004,QS9000;CastIron;Milling;MillingMachine;2019-02-01;2019-04-15
668;Lockman, Fritsch and Beer;Pieńsk;Poland;9;125;ISO9004,AS9100,QS9000;MalleableIron;LaserBeamCutting;LaserCuttingMachine;2019-02-15;2019-05-01
604;Anderson, Nader and Block;Brive-la-Gaillarde;France;10;100;MIL,AS9100,AS9000;StainlessSteel_302;VerticalMilling;VerticalMillingMachine;2019-02-15;2019-05-01
319;Lockman-Stokes;Pomar;Portugal;10;150;ISO9000,ISO9004,QS9000;LowCarbonSteel;LaserBeamCutting;LaserCuttingMachine;2019-01-01;2019-03-15
272;Rau, Hoeger and Rolfson;Dzików Stary;Poland;6;125;MIL,LEED,ISO14000;WhiteIron;HorizontalMilling;HorizontalMillingMachine;2019-02-01;2019-04-15
123;Bergstrom Group;Vittel;France;3;100;QS9000,AS9000;LowAlloySteel;VerticalMilling;VerticalMillingMachine;2019-02-15;2019-05-01
80;Swift-Hand;Borne Sulinowo;Poland;4;50;ISO9003,LEED;StainlessSteel_302;GearHobbing;GearShaperMachine;2019-02-01;2019-04-15
737;Schaden, Stamm and Powlowski;Vila Chã;Portugal;4;100;ISO9001,ISO9003,ISO9004;CompactedGraphiteIron;WireEDM;EDMMachine;2019-01-01;2019-03-15
847;Powlowski-Parisian;Wierzchucino;Poland;7;50;MIL,ISO14000,AS9100;MartensiticStainlessSteel;WireEDM;EDMMachine;2019-03-01;2019-05-15
418;Tillman-O'Hara;Szlachta;Poland;3;125;ISO9000,LEED,AS9100;CarbonSteel;ElectricalDischargeMachining;EDMMachine;2019-01-01;2019-03-15
577;Flatley-Lesch;Koszęcin;Poland;9;125;ISO9003,LEED,AS9000;WhiteIron;LaserBeamCutting;LaserCuttingMachine;2019-02-15;2019-05-01
341;Kirlin-Connelly;Puńsk;Poland;1;75;ISO9002,AS9000;StainlessSteel_316;HorizontalMilling;HorizontalMillingMachine;2019-02-15;2019-05-01
852;Schoen-Krajcik;Wilkowice;Poland;8;50;ISO9001,MIL;StainlessSteel;WaterJetCutting;WaterJetCuttingMachine;2019-02-01;2019-04-15
205;Gutkowski Inc;Salon-de-Provence;France;7;100;ISO9003,ISO9002,AS9000;MediumCarbonSteel;LaserBeamCutting;LaserCuttingMachine;2019-01-01;2019-03-15
271;Cormier and Sons;Rennes;France;10;100;MIL,ISO14000,ISO9004;MalleableIron;WaterJetCutting;WaterJetCuttingMachine;2019-01-01;2019-03-15
45;Stehr, Wisozk and Morar;Żywiec;Poland;7;50;ISO9001,ISO9000,ISO9004;StainlessSteel_316;PrecisionMilling;ComputerControlledMachineTool;2019-03-01;2019-05-15
398;Tillman-Marvin;Norton;United Kingdom;1;150;ISO9003,QS9000;HighCarbonSteel;CNCTurning;CNCTurnMachine;2019-01-15;2019-04-01
83;Lehner LLC;Roscoff;France;8;100;ISO9002,ISO14000,ISO9004;HighAlloySteel;SinkerEDM;EDMMachine;2019-01-15;2019-04-01
798;Stokes LLC;Burgau;Portugal;1;125;ISO9001,ISO9000,AS9000;LowAlloySteel;ElectricalDischargeMachining;EDMMachine;2019-02-15;2019-05-01
776;McLaughlin, Ullrich and Becker;Challans;France;4;150;ISO9001,ISO14000,AS9000;Steel;ElectricalDischargeMachining;EDMMachine;2019-02-01;2019-04-15
334;Renner-Powlowski;Sochaux;France;2;50;MIL,AS9100;CompactedGraphiteIron;SinkerEDM;EDMMachine;2019-01-01;2019-03-15
439;VonRueden-Stiedemann;Fresnes;France;8;50;ISO9001,ISO9002,LEED;StainlessSteel_302;ElectricalDischargeMachining;EDMMachine;2019-02-01;2019-04-15
545;Leannon-Runte;Babice;Poland;1;125;ISO9000,ISO9004,AS9100;HighAlloySteel;PrecisionMilling;ComputerControlledMachineTool;2019-02-01;2019-04-15
176;Conroy-Smith;Toutosa;Portugal;1;75;ISO9003,LEED,AS9000;MartensiticStainlessSteel;Milling;MillingMachine;2019-01-15;2019-04-01
616;Schaden, Kautzer and Pouros;Ciechanowiec;Poland;4;125;ISO9001,ISO9003,ISO9004;StainlessSteel;CNCMilling;ComputerControlledMachineTool;2019-02-01;2019-04-15
794;Hessel Inc;La Rochelle;France;3;150;ISO9002,ISO9004,AS9000;HighCarbonSteel;HorizontalMilling;HorizontalMillingMachine;2019-01-01;2019-03-15
665;Goldner-Muller;Berlin;Germany;6;125;ISO9002,ISO9004;StainlessSteel_400;SinkerEDM;EDMMachine;2019-03-01;2019-05-15
867;Brakus, Predovic and Torphy;Saint-Denis;France;1;75;ISO9001,MIL,AS9000;LowCarbonSteel;ManualMilling;ManualMachineTool;2019-01-01;2019-03-15
740;Wehner, Toy and Haley;Edinburgh;United Kingdom;6;75;LEED,AS9100,ISO9004;StainlessSteel_400;VerticalMilling;VerticalMillingMachine;2019-01-15;2019-04-01
225;Walsh, Collins and White;Pereira;Portugal;9;50;ISO9003,AS9100;StainlessSteel;VerticalMilling;VerticalMillingMachine;2019-01-01;2019-03-15
334;Renner-Powlowski;Sochaux;France;2;150;MIL,AS9100;WhiteIron;WireEDM;EDMMachine;2019-02-01;2019-04-15
490;Trantow and Sons;Luboń;Poland;8;125;ISO9001,ISO14000,QS9000;MediumCarbonSteel;LaserBeamCutting;LaserCuttingMachine;2019-02-01;2019-04-15
961;Rowe-Lubowitz;Orsay;France;10;100;LEED,ISO14000,AS9000;StainlessSteel_304;WireEDM;EDMMachine;2019-01-01;2019-03-15
226;Barton and Sons;Croissy-sur-Seine;France;9;50;ISO9002;AusteniticStainlessSteel;WaterJetCutting;WaterJetCuttingMachine;2019-02-15;2019-05-01
864;Greenholt, Heathcote and O'Kon;Montaigu;France;7;50;LEED,ISO14000,AS9000;HighAlloySteel;ManualMilling;ManualMachineTool;2019-02-15;2019-05-01
549;Von-Schimmel;Châtellerault;France;7;100;ISO9001,LEED,AS9100;MediumCarbonSteel;Shaping;ShaperMachine;2019-02-01;2019-04-15
5;Von, Fritsch and Waters;Paris 14;France;5;125;ISO9001,ISO9003,LEED;HighCarbonSteel;CNCTurning;CNCTurnMachine;2019-02-01;2019-04-15
497;Terry-Considine;Boucinha;Portugal;9;75;ISO9000,ISO9003,AS9100;Steel;Planing;ShaperMachine;2019-01-15;2019-04-01
879;DuBuque LLC;Borzęta;Poland;8;100;LEED,ISO9004,QS9000;LowCarbonSteel;WireEDM;EDMMachine;2019-01-01;2019-03-15
648;O'Connell, Ward and Waters;Vilar do Pinheiro;Portugal;10;150;ISO9002,QS9000;WhiteIron;HorizontalMilling;HorizontalMillingMachine;2019-02-01;2019-04-15
101;Heidenreich-Emard;Paris 20;France;8;75;MIL,ISO9002,AS9000;MalleableIron;CNCMilling;ComputerControlledMachineTool;2019-02-15;2019-05-01
193;Rau LLC;Połomia;Poland;4;150;ISO9001,LEED,QS9000;StainlessSteel_316;WireEDM;EDMMachine;2019-01-15;2019-04-01
795;Kris and Sons;Le Mans;France;9;75;MIL,LEED,ISO14000;AlloySteel;HorizontalMilling;HorizontalMillingMachine;2019-02-15;2019-05-01
320;Wisozk-Wunsch;Monte Branco;Portugal;3;50;MIL,ISO14000,ISO9004;Steel;Milling;MillingMachine;2019-01-15;2019-04-01
62;Conn, Cruickshank and Lebsack;Mulhouse;France;9;50;LEED,QS9000,AS9000;HighAlloySteel;ElectricalDischargeMachining;EDMMachine;2019-03-01;2019-05-15
204;Corwin-Lind;Kramarzówka;Poland;5;75;ISO9003,ISO9002,AS9100;CompactedGraphiteIron;HoleMaking;EDMDrillingMachine;2019-02-15;2019-05-01
224;West-Ledner;Arco de Baúlhe;Portugal;10;50;ISO9001,ISO9002,AS9000;AlloySteel;GearHobbing;GearShaperMachine;2019-01-01;2019-03-15
501;Kuhic-Schultz;Mantes-la-Jolie;France;10;75;ISO9001,ISO14000,AS9000;StainlessSteel_304;HorizontalMilling;HorizontalMillingMachine;2019-02-15;2019-05-01
744;Hessel-Waelchi;Barlinek;Poland;4;100;MIL,QS9000;MalleableIron;CNCMilling;ComputerControlledMachineTool;2019-02-15;2019-05-01
372;Murazik-McCullough;Telde;Spain;1;150;ISO9001,QS9000;CarbonSteel;Milling;MillingMachine;2019-03-01;2019-05-15
847;Powlowski-Parisian;Wierzchucino;Poland;7;100;MIL,ISO14000,AS9100;CarbonSteel;WireEDM;EDMMachine;2019-03-01;2019-05-15
682;Kozey, Raynor and Thiel;Świętajno;Poland;3;100;ISO9002,LEED,AS9100;StainlessSteel_304;SinkerEDM;EDMMachine;2019-01-01;2019-03-15
619;O'Conner, Halvorson and Veum;Altenberg bei Linz;Austria;9;50;ISO9001,ISO14000,AS9100;LowCarbonSteel;LaserBeamCutting;LaserCuttingMachine;2019-02-01;2019-04-15
308;Schaden-Larkin;Bacelo;Portugal;2;125;ISO9002,LEED;MalleableIron;Planing;ShaperMachine;2019-02-01;2019-04-15
336;Kshlerin-Haag;Amadora;Portugal;6;100;ISO9001,ISO9000,ISO9002;LowAlloySteel;SinkerEDM;EDMMachine;2019-01-15;2019-04-01
870;Blick, Durgan and Kohler;Martigues;France;10;75;ISO9001,ISO9000,QS9000;LowAlloySteel;HorizontalMilling;HorizontalMillingMachine;2019-01-15;2019-04-01
333;MacGyver Inc;São João dos Montes;Portugal;5;50;ISO9003,ISO9002,AS9000;MediumCarbonSteel;SinkerEDM;EDMMachine;2019-01-15;2019-04-01
791;Huels-Cruickshank;Arras;France;6;75;ISO9001,ISO9002,AS9100;HighCarbonSteel;WaterJetCutting;WaterJetCuttingMachine;2019-01-15;2019-04-01
465;Hoppe-Kub;Malaga;Spain;3;150;ISO9000,MIL,ISO9002;StainlessSteel_316;ManualMilling;ManualMachineTool;2019-01-15;2019-04-01
51;Bode Group;Monte Novo;Portugal;10;125;ISO9000,ISO9002,LEED;CompactedGraphiteIron;SinkerEDM;EDMMachine;2019-01-15;2019-04-01
617;Quigley, Hessel and Daniel;Duisburg;Germany;4;125;ISO9001,MIL,AS9100;MediumCarbonSteel;WireEDM;EDMMachine;2019-02-01;2019-04-15
380;Hintz, Romaguera and Macejkovic;Kalej;Poland;2;150;LEED,AS9000;LowCarbonSteel;LaserBeamCutting;LaserCuttingMachine;2019-01-01;2019-03-15
971;Kessler LLC;Czarnocin;Poland;3;50;MIL,ISO9000,AS9000;AusteniticStainlessSteel;Milling;MillingMachine;2019-03-01;2019-05-15
425;Stracke, Anderson and Lynch;Tuchów;Poland;7;150;ISO9002,QS9000,ISO9004;CarbonSteel;Shaping;ShaperMachine;2019-03-01;2019-05-15
407;Graham Group;Myślenice;Poland;1;100;ISO9003,LEED,AS9000;HighAlloySteel;Milling;MillingMachine;2019-02-01;2019-04-15
943;Kiehn LLC;Água de Pau;Portugal;8;50;AS9100,AS9000;StainlessSteel_316;GearHobbing;GearShaperMachine;2019-02-01;2019-04-15
869;Powlowski and Sons;Caen;France;5;50;ISO9002,ISO14000,AS9100;StainlessSteel_304;WaterJetCutting;WaterJetCuttingMachine;2019-01-01;2019-03-15
81;Lemke, Davis and Hane;Custóias;Portugal;1;50;ISO9002,ISO9004;AusteniticStainlessSteel;HoleMaking;EDMDrillingMachine;2019-01-15;2019-04-01
596;Wisoky, Ernser and Braun;Szemud;Poland;8;150;MIL,ISO9003,AS9100;CompactedGraphiteIron;PrecisionMilling;ComputerControlledMachineTool;2019-02-01;2019-04-15
83;Lehner LLC;Roscoff;France;8;150;ISO9002,ISO14000,ISO9004;MalleableIron;WireEDM;EDMMachine;2019-02-15;2019-05-01
956;Kunze-Fisher;Syców;Poland;10;75;ISO9004,AS9000;StainlessSteel_400;WaterJetCutting;WaterJetCuttingMachine;2019-02-15;2019-05-01
832;Hilpert Inc;Épinal;France;8;150;ISO9003,ISO9004,QS9000;WhiteIron;ManualMilling;ManualMachineTool;2019-01-15;2019-04-01
315;Hagenes, Cassin and Hansen;Montpellier;France;2;100;ISO9001,ISO9002,ISO9004;AlloySteel;CNCTurning;CNCTurnMachine;2019-03-01;2019-05-15
206;Klocko Group;Cortiçóis;Portugal;7;50;ISO9001,AS9100;Steel;CNCTurning;CNCTurnMachine;2019-03-01;2019-05-15
502;Lehner, Mante and Jast;Quintã;Portugal;4;50;ISO9002,LEED,ISO9004;StainlessSteel;PrecisionMilling;ComputerControlledMachineTool;2019-03-01;2019-05-15
100;Kerluke Inc;Wilga;Poland;1;100;ISO9003,LEED,ISO14000;StainlessSteel_302;WaterJetCutting;WaterJetCuttingMachine;2019-03-01;2019-05-15
635;Dooley-Hyatt;Denton;United Kingdom;3;75;ISO9002,LEED,ISO9004;CarbonSteel;HoleMaking;EDMDrillingMachine;2019-01-15;2019-04-01
260;Hills-Olson;Montélimar;France;8;75;LEED,AS9100;StainlessSteel_302;ManualMilling;ManualMachineTool;2019-02-01;2019-04-15
665;Goldner-Muller;Berlin;Germany;6;50;ISO9002,ISO9004;WhiteIron;ManualMilling;ManualMachineTool;2019-01-15;2019-04-01
435;Von LLC;Szczawno-Zdrój;Poland;7;75;ISO9000,ISO9003;MartensiticStainlessSteel;ElectricalDischargeMachining;EDMMachine;2019-02-01;2019-04-15
663;Walker-Konopelski;Szczerców;Poland;7;150;ISO9000,QS9000;MalleableIron;ElectricalDischargeMachining;EDMMachine;2019-01-01;2019-03-15
675;Erdman and Sons;Łęki Szlacheckie;Poland;3;125;MIL,ISO14000,ISO9004;Steel;Milling;MillingMachine;2019-03-01;2019-05-15
416;Gerlach, Murazik and Legros;Nürnberg;Germany;7;75;ISO9001,ISO9003,ISO14000;StainlessSteel_302;HoleMaking;EDMDrillingMachine;2019-02-15;2019-05-01
932;Lemke-Graham;Lages;Portugal;3;100;QS9000,ISO9004,AS9100;WhiteIron;VerticalMilling;VerticalMillingMachine;2019-02-01;2019-04-15
904;Goyette and Sons;Vairão;Portugal;7;100;ISO9003,ISO9004,AS9100;StainlessSteel_316;Planing;ShaperMachine;2019-02-01;2019-04-15
192;Moore-Pfannerstill;Rybczewice;Poland;7;150;MIL,ISO9002;AusteniticStainlessSteel;CNCMilling;ComputerControlledMachineTool;2019-02-15;2019-05-01
104;Gleason-Bode;Szlachta;Poland;4;75;ISO9001,ISO9000,AS9000;StainlessSteel_316;CNCTurning;CNCTurnMachine;2019-01-15;2019-04-01
850;Bashirian, Bode and Conroy;Quimper;France;6;75;ISO9000,AS9100,AS9000;StainlessSteel_400;SinkerEDM;EDMMachine;2019-02-15;2019-05-01
521;Dickinson LLC;Rajsko;Poland;3;100;MIL,ISO9002,ISO9004;MartensiticStainlessSteel;VerticalMilling;VerticalMillingMachine;2019-01-01;2019-03-15
74;Towne Group;Słupno;Poland;7;125;AS9100,QS9000;StainlessSteel_302;HoleMaking;EDMDrillingMachine;2019-01-01;2019-03-15
752;Hessel, O'Kon and Fadel;Dean;United Kingdom;1;150;QS9000;CompactedGraphiteIron;GearHobbing;GearShaperMachine;2019-01-15;2019-04-01
560;Cruickshank, Rogahn and Mertz;Zürich;Switzerland;7;125;ISO14000,AS9100,AS9000;HighCarbonSteel;SinkerEDM;EDMMachine;2019-01-15;2019-04-01
939;Kuhn-Parisian;Rekowo Dolne;Poland;1;150;MIL,QS9000;CastIron;ElectricalDischargeMachining;EDMMachine;2019-01-01;2019-03-15
206;Klocko Group;Cortiçóis;Portugal;7;50;ISO9001,AS9100;StainlessSteel_400;LaserBeamCutting;LaserCuttingMachine;2019-03-01;2019-05-15
896;Schroeder, Heathcote and Dare;Kańczuga;Poland;2;125;ISO9003,QS9000,AS9100;CompactedGraphiteIron;Milling;MillingMachine;2019-02-01;2019-04-15
742;Wiegand, Maggio and Bednar;Opatowiec;Poland;7;50;MIL,QS9000;AusteniticStainlessSteel;Milling;MillingMachine;2019-01-01;2019-03-15
220;Mraz-Kutch;Trzcinica;Poland;8;150;ISO9000,LEED,AS9000;MalleableIron;GearHobbing;GearShaperMachine;2019-03-01;2019-05-15
693;Marks Group;Żabieniec;Poland;2;50;MIL,LEED,ISO9004;StainlessSteel_304;ElectricalDischargeMachining;EDMMachine;2019-02-01;2019-04-15
968;Schowalter and Sons;Castro Daire;Portugal;6;100;ISO9001,MIL;HighAlloySteel;ManualMilling;ManualMachineTool;2019-02-15;2019-05-01
392;Heidenreich, Kling and Funk;Bordeaux;France;3;100;ISO9003,ISO14000,AS9000;LowCarbonSteel;WaterJetCutting;WaterJetCuttingMachine;2019-01-15;2019-04-01
877;Hyatt-Berge;Digne-les-Bains;France;10;100;MIL,ISO9002;StainlessSteel;LaserBeamCutting;LaserCuttingMachine;2019-01-15;2019-04-01
611;Keeling LLC;Bojano;Poland;7;100;LEED,ISO14000,QS9000;Steel;WaterJetCutting;WaterJetCuttingMachine;2019-03-01;2019-05-15
152;Tremblay-Huels;Paris 02;France;6;50;ISO9000,ISO14000;CastIron;Milling;MillingMachine;2019-01-01;2019-03-15
474;Collier-Swaniawski;Lamas;Portugal;1;50;MIL,ISO14000,AS9000;HighCarbonSteel;PrecisionMilling;ComputerControlledMachineTool;2019-01-15;2019-04-01
367;Monahan, Hintz and Kuhic;Saint-Étienne-du-Rouvray;France;5;50;ISO9000,LEED,ISO14000;Steel;WireEDM;EDMMachine;2019-02-01;2019-04-15
466;Herzog, Effertz and Gislason;Kosów Lacki;Poland;7;150;ISO14000,ISO9004;Steel;HorizontalMilling;HorizontalMillingMachine;2019-01-15;2019-04-01
870;Blick, Durgan and Kohler;Martigues;France;10;100;ISO9001,ISO9000,QS9000;AusteniticStainlessSteel;Shaping;ShaperMachine;2019-01-01;2019-03-15
188;Lehner Inc;Mosteiró;Portugal;4;150;ISO9001,ISO9003,QS9000;MalleableIron;PrecisionMilling;ComputerControlledMachineTool;2019-01-15;2019-04-01
431;Ratke Inc;Mont-de-Marsan;France;1;150;ISO14000,ISO9004;StainlessSteel_316;SinkerEDM;EDMMachine;2019-02-15;2019-05-01
945;Mertz-Larkin;Pantalowice;Poland;5;125;ISO9001,ISO9004,AS9000;GrayIron;Milling;MillingMachine;2019-03-01;2019-05-15
433;Boyle, Jacobson and Durgan;Zambujal;Portugal;6;75;ISO9001,ISO9000;StainlessSteel_302;HorizontalMilling;HorizontalMillingMachine;2019-02-01;2019-04-15
533;Murphy LLC;Trabulheira;Portugal;4;75;ISO9003,LEED,AS9000;MalleableIron;Milling;MillingMachine;2019-02-01;2019-04-15
906;Veum-Krajcik;Vitrolles;France;2;75;ISO9001,MIL,ISO14000;StainlessSteel_302;LaserBeamCutting;LaserCuttingMachine;2019-02-01;2019-04-15
735;Hills, Aufderhar and Harber;Albacete;Spain;6;75;ISO9001,ISO9003,ISO9004;StainlessSteel_400;LaserBeamCutting;LaserCuttingMachine;2019-01-15;2019-04-01
136;Jenkins Group;Granja;Portugal;7;100;ISO9001,ISO9000,ISO9002;HighCarbonSteel;Shaping;ShaperMachine;2019-02-01;2019-04-15
369;McClure Inc;Rungis;France;8;50;ISO9001,ISO9002;StainlessSteel_316;PrecisionMilling;ComputerControlledMachineTool;2019-02-01;2019-04-15
635;Dooley-Hyatt;Denton;United Kingdom;3;75;ISO9002,LEED,ISO9004;CompactedGraphiteIron;HoleMaking;EDMDrillingMachine;2019-02-01;2019-04-15
367;Monahan, Hintz and Kuhic;Saint-Étienne-du-Rouvray;France;5;75;ISO9000,LEED,ISO14000;GrayIron;CNCTurning;CNCTurnMachine;2019-01-15;2019-04-01
389;Reynolds, Hahn and Sporer;Klwów;Poland;7;125;MIL,ISO14000,AS9100;LowAlloySteel;VerticalMilling;VerticalMillingMachine;2019-02-15;2019-05-01
728;Weissnat LLC;Blagnac;France;9;75;ISO9001,MIL,ISO9004;AusteniticStainlessSteel;Shaping;ShaperMachine;2019-02-15;2019-05-01
907;Daniel, Hayes and Shanahan;Złota;Poland;6;100;ISO9002,QS9000,ISO9004;CastIron;WireEDM;EDMMachine;2019-02-01;2019-04-15
930;Hartmann, Crona and Kunze;Bordeaux;France;8;100;ISO9001,MIL,LEED;MalleableIron;GearHobbing;GearShaperMachine;2019-02-15;2019-05-01
86;Ondricka Group;Saint-Chamond;France;9;125;ISO9001,ISO9002,ISO9004;MartensiticStainlessSteel;ElectricalDischargeMachining;EDMMachine;2019-02-01;2019-04-15
520;Swaniawski Inc;Montluçon;France;7;75;ISO9003,ISO9004,AS9100;CarbonSteel;LaserBeamCutting;LaserCuttingMachine;2019-02-15;2019-05-01
727;Greenfelder Inc;Trzcianka;Poland;7;75;ISO9002,AS9100,QS9000;StainlessSteel_316;HorizontalMilling;HorizontalMillingMachine;2019-02-15;2019-05-01
488;Jast-Schultz;Sceaux;France;3;100;ISO9001,ISO9002;LowAlloySteel;WaterJetCutting;WaterJetCuttingMachine;2019-01-15;2019-04-01
726;Simonis, Heidenreich and Raynor;Ropa;Poland;8;150;ISO14000,ISO9004,QS9000;MediumCarbonSteel;SinkerEDM;EDMMachine;2019-01-01;2019-03-15
679;Heidenreich, Larson and Bernhard;Messina;Italy;1;100;ISO9003,ISO9002,LEED;WhiteIron;Milling;MillingMachine;2019-02-01;2019-04-15
839;Beatty-Rice;Gołkowice;Poland;2;125;ISO14000,QS9000,AS9000;StainlessSteel_316;Milling;MillingMachine;2019-02-01;2019-04-15
429;Deckow, Moore and Sanford;Regueiro;Portugal;6;100;ISO9000,ISO14000,QS9000;GrayIron;Shaping;ShaperMachine;2019-02-01;2019-04-15
13;Raynor-Waters;Guéret;France;2;75;LEED,AS9100,AS9000;MalleableIron;SinkerEDM;EDMMachine;2019-02-01;2019-04-15
432;Gleason, Kohler and Rowe;Futuroscope;France;6;100;ISO9001,ISO14000,AS9000;StainlessSteel;LaserBeamCutting;LaserCuttingMachine;2019-01-01;2019-03-15
