PC_24;177;Reinger, Prohaska and Fritsch;Widuchowa;Poland;2;75;ISO9001,ISO14000;CarbonSteel;CNCMilling;ComputerControlledMachineTool;2019-01-01;2019-03-15
PC_25;825;Franecki-Hermiston;Paris 08;France;10;75;ISO14000,AS9100,AS9000;GrayIron;PrecisionMilling;ComputerControlledMachineTool;2019-01-15;2019-04-01
PC_26;46;Haley-Casper;Hatton;United Kingdom;8;150;ISO9002,ISO9004,AS9100;HighCarbonSteel;LaserBeamCutting;LaserCuttingMachine;2019-03-01;2019-05-15
PC_27;98;Gutkowski-Bosco;Épernay;France;2;100;ISO9000,ISO9003,ISO9002;StainlessSteel;LaserBeamCutting;LaserCuttingMachine;2019-01-01;2019-03-15
PC_28;21;Baumbach, Deckow and Bahringer;Santander;Spain;7;100;ISO9002,QS9000,AS9000;CompactedGraphiteIron;GearHobbing;GearShaperMachine;2019-01-15;2019-04-01
PC_29;957;Jast LLC;Cluses;France;4;150;ISO9000,ISO9004;WhiteIron;HoleMaking;EDMDrillingMachine;2019-01-15;2019-04-01
PC_30;133;Lebsack Inc;Loudun;France;6;100;ISO9001,ISO14000,AS9000;HighCarbonSteel;ElectricalDischargeMachining;EDMMachine;2019-01-01;2019-03-15
PC_31;425;Stracke, Anderson and Lynch;Tuchów;Poland;7;75;ISO9001,QS9000,AS9100;CastIron;ManualMilling;ManualMachineTool;2019-01-15;2019-04-01
PC_32;242;Goodwin-Davis;São Martinho do Campo;Portugal;2;125;AS9100,QS9000;GrayIron;CNCMilling;ComputerControlledMachineTool;2019-02-01;2019-04-15
PC_33;391;Hettinger-Hintz;Górki Wielkie;Poland;5;50;MIL,LEED,QS9000;HighCarbonSteel;WaterJetCutting;WaterJetCuttingMachine;2019-01-01;2019-03-15
PC_34;490;Trantow and Sons;Luboń;Poland;8;150;ISO9003,LEED,AS9100;GrayIron;HoleMaking;EDMDrillingMachine;2019-01-01;2019-03-15
PC_35;947;Veum, Kling and Hirthe;Pysznica;Poland;2;100;ISO9003,ISO14000;AusteniticStainlessSteel;CNCMilling;ComputerControlledMachineTool;2019-02-01;2019-04-15
PC_36;528;Moore-Connelly;Ribas;Portugal;9;150;ISO9002,LEED,QS9000;CompactedGraphiteIron;PrecisionMilling;ComputerControlledMachineTool;2019-02-15;2019-05-01
PC_37;606;Maggio Group;Łysomice;Poland;2;125;ISO9003,LEED,ISO9004;StainlessSteel;ElectricalDischargeMachining;EDMMachine;2019-02-15;2019-05-01
PC_38;852;Schoen-Krajcik;Wilkowice;Poland;8;150;ISO9001,ISO9002,QS9000;StainlessSteel_400;HoleMaking;EDMDrillingMachine;2019-01-15;2019-04-01
PC_39;867;Brakus, Predovic and Torphy;Saint-Denis;France;1;125;ISO9000,ISO9003,ISO9004;Steel;WaterJetCutting;WaterJetCuttingMachine;2019-02-01;2019-04-15
PC_40;273;Hermann LLC;Pereiras;Portugal;3;75;ISO9001,ISO14000,AS9000;HighCarbonSteel;VerticalMilling;VerticalMillingMachine;2019-01-01;2019-03-15
PC_41;602;Sauer Group;Osięciny;Poland;2;150;ISO9001,ISO9003,QS9000;StainlessSteel_304;GearHobbing;GearShaperMachine;2019-02-01;2019-04-15
PC_42;862;Medhurst-Gutmann;Apeldoorn;Netherlands;2;150;MIL,QS9000,AS9000;MediumCarbonSteel;PrecisionMilling;ComputerControlledMachineTool;2019-01-15;2019-04-01
PC_43;314;Schumm, Waelchi and Hackett;Nantes;France;7;150;ISO9001,MIL,AS9100;StainlessSteel_302;WaterJetCutting;WaterJetCuttingMachine;2019-01-01;2019-03-15
PC_44;112;Klein LLC;Oliveiras;Portugal;8;75;ISO14000,AS9100,AS9000;GrayIron;Shaping;ShaperMachine;2019-02-15;2019-05-01
PC_45;582;Vandervort Inc;Alès;France;10;150;LEED,AS9000;HighAlloySteel;HorizontalMilling;HorizontalMillingMachine;2019-02-01;2019-04-15
PC_46;931;Schimmel-Koepp;Agrelo;Portugal;7;150;MIL,ISO14000,ISO9004;CarbonSteel;PrecisionMilling;ComputerControlledMachineTool;2019-01-15;2019-04-01
PC_47;682;Kozey, Raynor and Thiel;Świętajno;Poland;3;75;ISO14000,AS9100;CarbonSteel;WaterJetCutting;WaterJetCuttingMachine;2019-01-15;2019-04-01
PC_48;765;Von, Goldner and Fritsch;Magdeburg;Germany;3;150;ISO9000,ISO9002;Steel;Milling;MillingMachine;2019-02-15;2019-05-01
PC_49;807;Johnson Group;Nice;France;3;100;ISO9003,LEED;AusteniticStainlessSteel;PrecisionMilling;ComputerControlledMachineTool;2019-02-15;2019-05-01
PC_50;8;Oberbrunner, Mills and Stark;Oliveira;Portugal;6;100;ISO9003,AS9100;StainlessSteel_316;LaserBeamCutting;LaserCuttingMachine;2019-01-01;2019-03-15
PC_51;82;Rodriguez Inc;Moita;Portugal;2;50;MIL;MediumCarbonSteel;ElectricalDischargeMachining;EDMMachine;2019-02-01;2019-04-15
PC_52;957;Jast LLC;Cluses;France;4;125;ISO9000,ISO9004;CastIron;CNCTurning;CNCTurnMachine;2019-01-15;2019-04-01
PC_53;609;Adams-Murazik;Carpiquet;France;6;50;ISO9003,LEED,AS9100;WhiteIron;SinkerEDM;EDMMachine;2019-01-15;2019-04-01
PC_54;514;Haley, Lowe and Kuhlman;Trzebieszów;Poland;7;50;LEED,AS9000;CompactedGraphiteIron;SinkerEDM;EDMMachine;2019-02-15;2019-05-01
PC_55;184;Kiehn, Upton and Rosenbaum;Wielka Wieś;Poland;2;75;MIL,LEED;HighAlloySteel;GearHobbing;GearShaperMachine;2019-02-15;2019-05-01
PC_56;167;Simonis LLC;Chodzież;Poland;3;50;ISO9001,ISO9004,AS9100;StainlessSteel;SinkerEDM;EDMMachine;2019-02-01;2019-04-15
PC_57;957;Jast LLC;Cluses;France;4;50;ISO9000,ISO9004;LowCarbonSteel;WireEDM;EDMMachine;2019-02-01;2019-04-15
PC_58;232;Corwin-Langosh;Maromme;France;6;50;LEED,AS9100,AS9000;StainlessSteel_302;GearHobbing;GearShaperMachine;2019-02-01;2019-04-15
PC_59;905;Stoltenberg, Klocko and Lebsack;Przesmyki;Poland;4;100;ISO9001,MIL,LEED;MartensiticStainlessSteel;Shaping;ShaperMachine;2019-01-01;2019-03-15
PC_60;550;Mosciski, Koch and Mohr;Lavadorinhos;Portugal;3;100;MIL,ISO9002,ISO9004;HighCarbonSteel;LaserBeamCutting;LaserCuttingMachine;2019-02-15;2019-05-01
PC_61;495;Hintz, Vandervort and Ruecker;Água Retorta;Portugal;5;150;ISO9001,ISO9003,ISO9004;StainlessSteel_302;HoleMaking;EDMDrillingMachine;2019-02-15;2019-05-01
PC_62;696;Kozey, Kerluke and Fisher;Tours;France;4;100;ISO9000,MIL,ISO9004;WhiteIron;Shaping;ShaperMachine;2019-02-15;2019-05-01
PC_63;650;Fritsch-Lemke;Issoudun;France;10;75;MIL,ISO9003,QS9000;HighAlloySteel;ElectricalDischargeMachining;EDMMachine;2019-03-01;2019-05-15
PC_64;106;Jaskolski LLC;Chojnice;Poland;5;50;ISO9002,LEED,ISO14000;StainlessSteel_302;HorizontalMilling;HorizontalMillingMachine;2019-01-01;2019-03-15
PC_65;102;Lakin, Metz and Oberbrunner;Lourido;Portugal;10;75;ISO9000,MIL,AS9100;StainlessSteel_316;WaterJetCutting;WaterJetCuttingMachine;2019-02-15;2019-05-01
PC_66;678;Bayer, Braun and Klein;Żarki;Poland;1;100;ISO9000,AS9100,AS9000;StainlessSteel_304;LaserBeamCutting;LaserCuttingMachine;2019-02-15;2019-05-01
PC_67;137;Wolff Inc;Venda Nova;Portugal;10;100;MIL,AS9100,ISO9004;StainlessSteel_316;HorizontalMilling;HorizontalMillingMachine;2019-01-15;2019-04-01
PC_68;594;Kulas, Krajcik and Heller;Mełgiew;Poland;4;50;ISO9001,ISO9003;CarbonSteel;ManualMilling;ManualMachineTool;2019-01-01;2019-03-15
PC_69;342;Stokes-Kuhic;Orléans;France;9;50;MIL,ISO9004,AS9000;StainlessSteel_302;ManualMilling;ManualMachineTool;2019-02-01;2019-04-15
PC_70;264;Kuphal-Ruecker;Praia do Ribatejo;Portugal;10;50;ISO9001,ISO9000;GrayIron;ElectricalDischargeMachining;EDMMachine;2019-02-01;2019-04-15
PC_71;370;Koch-Predovic;Tarczyn;Poland;7;75;ISO9001,ISO9003,ISO9004;StainlessSteel_400;Shaping;ShaperMachine;2019-02-15;2019-05-01
PC_72;267;Botsford-Rohan;Troyes;France;2;100;LEED,ISO9004;WhiteIron;Shaping;ShaperMachine;2019-01-01;2019-03-15
PC_73;761;Fisher, Kris and Murphy;Fonte da Aldeia;Portugal;5;100;ISO9001,ISO9003,AS9000;MartensiticStainlessSteel;PrecisionMilling;ComputerControlledMachineTool;2019-01-15;2019-04-01
PC_74;614;Hettinger-Fadel;Cruz;Portugal;9;50;ISO9000,ISO14000,AS9000;CarbonSteel;WireEDM;EDMMachine;2019-01-15;2019-04-01
PC_75;406;Goldner, Marvin and Carter;Santander;Spain;5;100;ISO9003,LEED,AS9100;HighCarbonSteel;LaserBeamCutting;LaserCuttingMachine;2019-02-15;2019-05-01
PC_76;930;Hartmann, Crona and Kunze;Bordeaux;France;8;125;ISO14000,ISO9004,QS9000;CarbonSteel;CNCMilling;ComputerControlledMachineTool;2019-02-15;2019-05-01
PC_77;663;Walker-Konopelski;Szczerców;Poland;7;125;ISO9000,ISO9002,AS9100;AlloySteel;LaserBeamCutting;LaserCuttingMachine;2019-01-01;2019-03-15
PC_78;65;Smith-Maggio;Cielmice;Poland;8;150;MIL,ISO9004,AS9000;AlloySteel;CNCTurning;CNCTurnMachine;2019-01-15;2019-04-01
PC_79;487;Reichel Group;Nemours;France;9;50;ISO9000,AS9000;LowAlloySteel;HoleMaking;EDMDrillingMachine;2019-02-15;2019-05-01
PC_80;494;Klein-Williamson;Sande São Martinho;Portugal;5;50;ISO9000,MIL,ISO9003;AusteniticStainlessSteel;SinkerEDM;EDMMachine;2019-02-01;2019-04-15
PC_81;817;Dare, Feest and Wolff;Jakubów;Poland;9;100;LEED,ISO14000,QS9000;MediumCarbonSteel;LaserBeamCutting;LaserCuttingMachine;2019-01-15;2019-04-01
PC_82;670;Marvin and Sons;Basel;Switzerland;4;100;ISO14000,AS9000;StainlessSteel_302;PrecisionMilling;ComputerControlledMachineTool;2019-01-01;2019-03-15
PC_83;135;Cummerata LLC;Arnelas;Portugal;7;100;ISO9001,ISO9003,AS9000;CastIron;CNCTurning;CNCTurnMachine;2019-02-15;2019-05-01
PC_84;342;Stokes-Kuhic;Orléans;France;9;150;MIL,ISO9004,AS9000;Steel;Shaping;ShaperMachine;2019-01-15;2019-04-01
PC_85;898;Wintheiser, Kozey and Mueller;Tournai;Belgium;7;150;ISO9001,ISO9000,ISO9002;StainlessSteel_400;HoleMaking;EDMDrillingMachine;2019-01-15;2019-04-01
PC_86;736;Bechtelar-Rath;Agrela;Portugal;4;75;ISO9001,MIL,LEED;StainlessSteel_304;ManualMilling;ManualMachineTool;2019-03-01;2019-05-15
PC_87;851;Grady-Bogisich;São Mamede;Portugal;3;100;ISO9000,ISO9003,LEED;CastIron;ManualMilling;ManualMachineTool;2019-01-15;2019-04-01
PC_88;184;Kiehn, Upton and Rosenbaum;Wielka Wieś;Poland;2;100;MIL,LEED;HighCarbonSteel;Planing;ShaperMachine;2019-01-01;2019-03-15
PC_89;190;Beahan-Pollich;Bobigny;France;8;75;ISO9001,LEED,ISO14000;CastIron;LaserBeamCutting;LaserCuttingMachine;2019-01-15;2019-04-01
PC_90;415;Bradtke, Powlowski and Jacobs;Siemiechów;Poland;2;125;ISO9001,ISO9000,ISO14000;StainlessSteel;ManualMilling;ManualMachineTool;2019-01-15;2019-04-01
PC_91;394;Okuneva, Hilll and Stehr;Berck;France;3;100;ISO9001,AS9100,AS9000;MartensiticStainlessSteel;CNCMilling;ComputerControlledMachineTool;2019-02-01;2019-04-15
PC_92;803;Price, Abshire and Hessel;Kaliska;Poland;2;100;ISO9002,QS9000;MediumCarbonSteel;SinkerEDM;EDMMachine;2019-02-01;2019-04-15
PC_93;697;Huels Inc;Gent;Belgium;10;50;ISO9000,MIL,ISO9004;GrayIron;CNCMilling;ComputerControlledMachineTool;2019-02-01;2019-04-15
PC_94;563;Jacobi-Walsh;Ponta da Garça;Portugal;3;75;ISO9001,MIL,ISO9004;CompactedGraphiteIron;LaserBeamCutting;LaserCuttingMachine;2019-01-01;2019-03-15
PC_95;756;Dooley-Orn;Besançon;France;5;100;LEED,AS9100,ISO9004;MediumCarbonSteel;Planing;ShaperMachine;2019-02-01;2019-04-15
PC_96;916;Hansen, Strosin and Wiegand;Ryczów;Poland;7;100;ISO9001,ISO9002,AS9000;LowCarbonSteel;CNCMilling;ComputerControlledMachineTool;2019-01-01;2019-03-15
PC_97;224;West-Ledner;Arco de Baúlhe;Portugal;10;50;ISO9002,AS9100;CastIron;HoleMaking;EDMDrillingMachine;2019-01-15;2019-04-01
PC_98;24;Rodriguez, Halvorson and Stanton;Namur;Belgium;3;150;ISO9003,ISO14000;LowCarbonSteel;PrecisionMilling;ComputerControlledMachineTool;2019-01-01;2019-03-15
PC_99;350;Kautzer Group;Kwidzyn;Poland;10;50;QS9000,AS9100,AS9000;CompactedGraphiteIron;ManualMilling;ManualMachineTool;2019-03-01;2019-05-15
PC_100;175;Prosacco-Kuphal;Hornówek;Poland;5;100;ISO14000,AS9100;MediumCarbonSteel;CNCTurning;CNCTurnMachine;2019-03-01;2019-05-15
PC_101;676;Tillman, Roberts and Yundt;Real;Portugal;7;50;ISO9001,ISO9000,LEED;CarbonSteel;CNCTurning;CNCTurnMachine;2019-01-15;2019-04-01
PC_102;485;Walsh Inc;Messina;Italy;1;125;MIL,ISO9004;MartensiticStainlessSteel;VerticalMilling;VerticalMillingMachine;2019-01-15;2019-04-01
PC_103;68;Rogahn Inc;São Brás de Alportel;Portugal;4;50;ISO9000,QS9000,ISO9004;LowAlloySteel;Milling;MillingMachine;2019-01-01;2019-03-15
PC_104;413;Kuvalis-Crona;Fonte de Angeão;Portugal;6;75;ISO9002,QS9000,ISO9004;LowCarbonSteel;HoleMaking;EDMDrillingMachine;2019-03-01;2019-05-15
PC_105;711;Wisozk, Nicolas and Hane;Koronowo;Poland;4;150;MIL,QS9000,AS9000;LowAlloySteel;WireEDM;EDMMachine;2019-02-01;2019-04-15
PC_106;960;Lynch-Powlowski;Colmeal;Portugal;8;150;ISO9000,ISO14000,QS9000;StainlessSteel;HoleMaking;EDMDrillingMachine;2019-01-01;2019-03-15
PC_107;696;Kozey, Kerluke and Fisher;Tours;France;4;125;ISO9000,MIL,ISO9004;LowAlloySteel;HorizontalMilling;HorizontalMillingMachine;2019-02-15;2019-05-01
PC_108;909;West-Legros;Skomielna Czarna;Poland;6;75;ISO9001,MIL,AS9100;Steel;Planing;ShaperMachine;2019-03-01;2019-05-15
PC_109;137;Wolff Inc;Venda Nova;Portugal;10;125;MIL,AS9100,ISO9004;LowAlloySteel;ManualMilling;ManualMachineTool;2019-03-01;2019-05-15
PC_110;788;Upton LLC;Alkmaar;Netherlands;5;150;MIL,ISO9000,LEED;StainlessSteel;Planing;ShaperMachine;2019-02-01;2019-04-15
PC_111;276;VonRueden-Cole;Royan;France;3;50;ISO9000,ISO14000,AS9000;StainlessSteel;PrecisionMilling;ComputerControlledMachineTool;2019-02-01;2019-04-15
PC_112;935;Beier, Conn and Gleason;Marianowo;Poland;10;50;MIL,ISO14000;GrayIron;HorizontalMilling;HorizontalMillingMachine;2019-02-01;2019-04-15
PC_113;149;MacGyver, Kilback and Goodwin;Caen;France;5;100;ISO9001,ISO9000,AS9100;Steel;HoleMaking;EDMDrillingMachine;2019-01-01;2019-03-15
PC_114;793;Wiegand-Mayer;Le Chambon-Feugerolles;France;3;75;LEED,ISO14000,QS9000;AusteniticStainlessSteel;LaserBeamCutting;LaserCuttingMachine;2019-01-01;2019-03-15
PC_115;99;Upton-Beier;Daszewice;Poland;6;100;LEED,AS9000;StainlessSteel_302;WaterJetCutting;WaterJetCuttingMachine;2019-03-01;2019-05-15
PC_116;863;Hartmann, Weimann and Romaguera;Rennes;France;4;50;MIL,ISO9000,QS9000;StainlessSteel;SinkerEDM;EDMMachine;2019-02-01;2019-04-15
PC_117;576;Hettinger LLC;Pereira;Portugal;2;75;ISO9002,ISO9004;LowAlloySteel;VerticalMilling;VerticalMillingMachine;2019-02-15;2019-05-01
PC_118;962;Renner LLC;Bochum;Germany;7;50;ISO9002,LEED,ISO9004;LowCarbonSteel;Planing;ShaperMachine;2019-03-01;2019-05-15
PC_119;260;Hills-Olson;Montélimar;France;8;75;MIL,QS9000;CarbonSteel;HorizontalMilling;HorizontalMillingMachine;2019-01-15;2019-04-01
PC_120;714;Ziemann-Yundt;Brzeźnica;Poland;9;50;LEED,ISO9004;HighCarbonSteel;HorizontalMilling;HorizontalMillingMachine;2019-01-01;2019-03-15
PC_121;910;Ebert, Ebert and Abernathy;Trzebinia;Poland;10;50;ISO9003,QS9000,ISO9004;CarbonSteel;SinkerEDM;EDMMachine;2019-01-01;2019-03-15
PC_122;821;O'Reilly, Gislason and Rodriguez;Amersfoort;Netherlands;4;50;MIL,AS9100,ISO9004;LowAlloySteel;PrecisionMilling;ComputerControlledMachineTool;2019-01-15;2019-04-01
PC_123;494;Klein-Williamson;Sande São Martinho;Portugal;5;150;ISO9000,MIL,ISO9003;AusteniticStainlessSteel;GearHobbing;GearShaperMachine;2019-01-15;2019-04-01
PC_124;707;Beer-Crooks;Grijó;Portugal;6;75;ISO9001,ISO9002,LEED;StainlessSteel_400;HoleMaking;EDMDrillingMachine;2019-01-01;2019-03-15
PC_125;519;Lakin LLC;Gierłoż;Poland;4;150;ISO9000,ISO9002;StainlessSteel_400;ElectricalDischargeMachining;EDMMachine;2019-01-01;2019-03-15
PC_126;752;Hessel, O'Kon and Fadel;Dean;United Kingdom;1;100;MIL,ISO14000,QS9000;StainlessSteel_304;PrecisionMilling;ComputerControlledMachineTool;2019-01-15;2019-04-01
PC_127;821;O'Reilly, Gislason and Rodriguez;Amersfoort;Netherlands;4;75;MIL,AS9100,ISO9004;StainlessSteel_302;PrecisionMilling;ComputerControlledMachineTool;2019-03-01;2019-05-15
PC_128;154;Corwin-Batz;Tassin-la-Demi-Lune;France;10;150;ISO9001,QS9000;Steel;VerticalMilling;VerticalMillingMachine;2019-03-01;2019-05-15
PC_129;107;Hane-Hayes;Jawornik Polski;Poland;10;150;ISO9000,ISO9003,AS9000;HighAlloySteel;LaserBeamCutting;LaserCuttingMachine;2019-02-15;2019-05-01
PC_130;445;Kutch LLC;Zwolle;Netherlands;6;75;LEED,QS9000,AS9000;CarbonSteel;CNCTurning;CNCTurnMachine;2019-02-01;2019-04-15
PC_131;105;Crona, Howell and Smith;Bledzew;Poland;1;50;ISO9001,AS9100;MalleableIron;CNCMilling;ComputerControlledMachineTool;2019-03-01;2019-05-15
PC_132;491;Wiegand, Little and Stiedemann;Wola Sernicka;Poland;3;100;MIL,ISO9004;WhiteIron;PrecisionMilling;ComputerControlledMachineTool;2019-03-01;2019-05-15
PC_133;27;Greenfelder-Jacobson;Lunéville;France;1;75;ISO9000,LEED,AS9000;MartensiticStainlessSteel;Milling;MillingMachine;2019-02-15;2019-05-01
PC_134;32;Rohan, Lind and McGlynn;Skała;Poland;6;75;ISO9001,ISO14000,AS9100;AlloySteel;ManualMilling;ManualMachineTool;2019-02-15;2019-05-01
PC_135;17;Heidenreich-O'Hara;Ariz;Portugal;10;50;ISO9001,AS9100,QS9000;StainlessSteel;Shaping;ShaperMachine;2019-01-01;2019-03-15
PC_136;133;Lebsack Inc;Loudun;France;6;125;ISO9001,ISO14000,AS9000;StainlessSteel_316;WireEDM;EDMMachine;2019-01-01;2019-03-15
PC_137;371;Wintheiser Group;Le Teil;France;3;100;ISO9002,ISO9004;AlloySteel;VerticalMilling;VerticalMillingMachine;2019-01-01;2019-03-15
PC_138;378;Purdy, King and VonRueden;Nantes;France;3;75;AS9100,AS9000;MartensiticStainlessSteel;HorizontalMilling;HorizontalMillingMachine;2019-02-15;2019-05-01
PC_139;624;Lowe-Effertz;Avignon;France;9;150;LEED,QS9000,AS9000;WhiteIron;VerticalMilling;VerticalMillingMachine;2019-02-15;2019-05-01
PC_140;772;Kovacek, Glover and Kutch;Saint-Ouen;France;1;75;ISO9002,AS9100,AS9000;LowAlloySteel;VerticalMilling;VerticalMillingMachine;2019-02-15;2019-05-01
PC_141;757;Romaguera, Feest and Gusikowski;Roriz;Portugal;4;50;ISO9001,LEED,AS9100;StainlessSteel_302;LaserBeamCutting;LaserCuttingMachine;2019-03-01;2019-05-15
PC_142;301;DuBuque, Flatley and Christiansen;Lillers;France;5;100;ISO9003,ISO9004;StainlessSteel_400;SinkerEDM;EDMMachine;2019-02-01;2019-04-15
PC_143;9;Dach, Purdy and Baumbach;Moutas;Portugal;3;100;ISO9000,QS9000;HighAlloySteel;Shaping;ShaperMachine;2019-03-01;2019-05-15
PC_144;699;Kuhn and Sons;Bordeaux;France;5;50;ISO9002,ISO9004,AS9000;LowAlloySteel;HoleMaking;EDMDrillingMachine;2019-02-01;2019-04-15
PC_145;898;Wintheiser, Kozey and Mueller;Tournai;Belgium;7;125;ISO9001,ISO9000,ISO9002;MediumCarbonSteel;HorizontalMilling;HorizontalMillingMachine;2019-03-01;2019-05-15
PC_146;308;Schaden-Larkin;Bacelo;Portugal;2;125;ISO9001,LEED;MalleableIron;Milling;MillingMachine;2019-01-15;2019-04-01
PC_147;506;Flatley LLC;Paços;Portugal;2;75;ISO9002,ISO14000,AS9100;AlloySteel;WireEDM;EDMMachine;2019-01-01;2019-03-15
PC_148;681;McKenzie, Bashirian and Rice;Navais;Portugal;4;50;ISO9001,MIL,ISO9002;HighCarbonSteel;VerticalMilling;VerticalMillingMachine;2019-02-15;2019-05-01
PC_149;368;Gutmann, Fritsch and Murazik;Radzyń Chełmiński;Poland;4;125;MIL,ISO9000,ISO9004;MartensiticStainlessSteel;Shaping;ShaperMachine;2019-03-01;2019-05-15
PC_150;711;Wisozk, Nicolas and Hane;Koronowo;Poland;4;125;MIL,QS9000,AS9000;AusteniticStainlessSteel;ElectricalDischargeMachining;EDMMachine;2019-01-01;2019-03-15
PC_151;229;Dickinson Inc;Berlin;Germany;3;125;ISO9001,MIL,LEED;MediumCarbonSteel;WaterJetCutting;WaterJetCuttingMachine;2019-01-01;2019-03-15
PC_152;874;Robel and Sons;Le Chambon-Feugerolles;France;5;150;LEED,QS9000,AS9100;Steel;Milling;MillingMachine;2019-02-01;2019-04-15
PC_153;825;Franecki-Hermiston;Paris 08;France;10;150;ISO14000,AS9100,AS9000;CompactedGraphiteIron;WireEDM;EDMMachine;2019-01-15;2019-04-01
PC_154;351;Cruickshank-Kassulke;Santo Aleixo;Portugal;9;125;ISO9001,MIL,LEED;LowCarbonSteel;ElectricalDischargeMachining;EDMMachine;2019-02-01;2019-04-15
PC_155;796;Auer, Yundt and Friesen;Noyal-sur-Vilaine;France;10;125;ISO9002,AS9000;StainlessSteel_304;WaterJetCutting;WaterJetCuttingMachine;2019-02-01;2019-04-15
PC_156;698;Batz-Hickle;Husów;Poland;8;125;ISO9003,QS9000,ISO9004;StainlessSteel_400;WaterJetCutting;WaterJetCuttingMachine;2019-01-01;2019-03-15
PC_157;838;Kassulke, Jacobi and Ullrich;Chalon-sur-Saône;France;10;75;MIL,ISO9002,ISO14000;WhiteIron;VerticalMilling;VerticalMillingMachine;2019-03-01;2019-05-15
PC_158;865;Rath and Sons;Węgliniec;Poland;10;150;ISO9001,AS9100,AS9000;MalleableIron;LaserBeamCutting;LaserCuttingMachine;2019-01-01;2019-03-15
